Job ID,Agency,num_positions,Full/Part,Career Level,Salary Range From,Salary Range To,Work Location,Division/Work Unit,Posting Date,title,category,lon,lat,borough
197355,DEPT OF ENVIRONMENT PROTECTION,1,F,Executive,198518,198518,96-05 Horace Harding Expway,Administration,06/23/2015,Engineer,Operation & Maintenance,-73.86348939999999,40.7348796,Queens
197941,DEPT OF HEALTH/MENTAL HYGIENE,5,P,Experienced (non-manager),66788.8,76814.4,R E DEV FOR Preservation,SH Reproductive Health,07/01/2015,Medical Service,Health,-73.8701499,40.6696349,Brooklyn
197941,DEPT OF HEALTH/MENTAL HYGIENE,5,P,Experienced (non-manager),66788.8,76814.4,R E DEV FOR Preservation,SH Reproductive Health,07/01/2015,Medical Service,Health,-73.8701499,40.6696349,Brooklyn
199170,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),41452,52821,R E DEV FOR Preservation,STI Case Invstgn & Partner Srv,07/10/2015,Medical Service,Health,-73.8701499,40.6696349,Brooklyn
203387,DEPT OF HEALTH/MENTAL HYGIENE,1,P,Experienced (non-manager),39127.296,50527.984000000004,295 Flatbush Ext Brooklyn,STI Special Projects,08/03/2015,Medical Service,Health,-73.9820452,40.6917556,Brooklyn
210312,DEPT OF INFO TECH & TELECOMM,1,F,Experienced (non-manager),64000,71000,59 Maiden Lane,311 Operations,09/02/2015,Manager,Community,-74.0081164,40.7087357,Manhattan
226045,DEPT OF INFO TECH & TELECOMM,1,F,Experienced (non-manager),62260,92704,75 Park Place New York Ny,Human Resources,12/17/2015,Analyst,"Policy, Research & Analysis",-74.0109797,40.7144626,Manhattan
228550,ADMIN FOR CHILDREN'S SVCS,6,F,Manager,58675,95000,"150 William Street, New York N",Dpty Comm Fmly Prmncy Svcs-Fps,01/22/2016,City Officer,Social Service,-74.0057361,40.7096402,Manhattan
228550,ADMIN FOR CHILDREN'S SVCS,6,F,Manager,58675,95000,"150 William Street, New York N",Dpty Comm Fmly Prmncy Svcs-Fps,01/22/2016,City Officer,Social Service,-74.0057361,40.7096402,Manhattan
229124,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),48900,69042,42-09 28th Street,STI Administration,01/21/2016,Medical Service,Health,-73.9390619,40.7493572,Queens
229124,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),48900,69042,42-09 28th Street,STI Administration,01/21/2016,Medical Service,Health,-73.9390619,40.7493572,Queens
229837,DEPT OF INFO TECH & TELECOMM,1,F,Manager,58675,125000,75 Park Place New York Ny,General Counsel,02/17/2016,Manager,	Technology & Data,-74.0109797,40.7144626,Manhattan
230490,LAW DEPARTMENT,1,F,Experienced (non-manager),55556,82776,"100 Church St., N.Y.",Information Technology,02/03/2016,Computer Specialist,	Technology & Data,-74.01011419999999,40.71330040000001,Manhattan
230490,LAW DEPARTMENT,1,F,Experienced (non-manager),55556,82776,"100 Church St., N.Y.",Information Technology,02/03/2016,Computer Specialist,	Technology & Data,-74.01011419999999,40.71330040000001,Manhattan
230974,ADMIN FOR CHILDREN'S SVCS,7,F,Experienced (non-manager),66000,89008,"150 William Street, New York N",Off Prev Tech Assistance (FSS),08/04/2016,Youth/Child Development Officer,Social Service,-74.0057361,40.7096402,Manhattan
230974,ADMIN FOR CHILDREN'S SVCS,7,F,Experienced (non-manager),66000,89008,"150 William Street, New York N",Off Prev Tech Assistance (FSS),08/04/2016,Youth/Child Development Officer,Social Service,-74.0057361,40.7096402,Manhattan
231945,ADMIN FOR CHILDREN'S SVCS,9,F,Experienced (non-manager),48895,75900,"150 William Street, New York N",DYFJ Central,02/26/2016,Social Worker,Community,-74.0057361,40.7096402,Manhattan
231945,ADMIN FOR CHILDREN'S SVCS,9,F,Experienced (non-manager),48895,75900,"150 William Street, New York N",DYFJ Central,02/26/2016,Social Worker,Community,-74.0057361,40.7096402,Manhattan
233549,NYC EMPLOYEES RETIREMENT SYS,1,F,Experienced (non-manager),87203,131623,"335 Adams Street, Brooklyn Ny",Executive Management,03/01/2016,Computer Specialist,	Technology & Data,-73.9882453,40.6934634,Brooklyn
233549,NYC EMPLOYEES RETIREMENT SYS,1,F,Experienced (non-manager),87203,131623,"335 Adams Street, Brooklyn Ny",Executive Management,03/01/2016,Computer Specialist,	Technology & Data,-73.9882453,40.6934634,Brooklyn
234203,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),63817,95022,"150 William Street, New York N",Asst Comm Bdgt & Clmng-Financ,03/03/2016,Analyst,Finance,-74.0057361,40.7096402,Manhattan
234203,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),63817,95022,"150 William Street, New York N",Asst Comm Bdgt & Clmng-Financ,03/03/2016,Analyst,Finance,-74.0057361,40.7096402,Manhattan
234921,NYC EMPLOYEES RETIREMENT SYS,1,F,Entry-Level,72260,98163,"335 Adams Street, Brooklyn Ny",Executive Management,03/11/2016,Computer Specialist,	Technology & Data,-73.9882453,40.6934634,Brooklyn
234921,NYC EMPLOYEES RETIREMENT SYS,1,F,Entry-Level,72260,98163,"335 Adams Street, Brooklyn Ny",Executive Management,03/11/2016,Computer Specialist,	Technology & Data,-73.9882453,40.6934634,Brooklyn
235309,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),26457,32665,"158 E 115Th St., N.Y.",Pest Control Services,03/14/2016,Assistant,Public Safety,-73.9419066,40.797615,Manhattan
235309,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),26457,32665,"158 E 115Th St., N.Y.",Pest Control Services,03/14/2016,Assistant,Public Safety,-73.9419066,40.797615,Manhattan
237577,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),63817,95022,"150 William Street, New York N",Dpty Comm Fnancl Svcs-Finance,04/04/2016,Analyst,Finance,-74.0057361,40.7096402,Manhattan
237577,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),63817,95022,"150 William Street, New York N",Dpty Comm Fnancl Svcs-Finance,04/04/2016,Analyst,Finance,-74.0057361,40.7096402,Manhattan
237921,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),60049,82455,"66 John Street, New York, Ny",Headstart (ECE),04/06/2016,Social Worker,Social Service,-74.0078458,40.7088657,Manhattan
237921,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),60049,82455,"66 John Street, New York, Ny",Headstart (ECE),04/06/2016,Social Worker,Social Service,-74.0078458,40.7088657,Manhattan
239048,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),60049,89008,"150 William Street, New York N",Agy Program Assistance (DPPM),05/10/2016,City Officer,"Policy, Research & Analysis",-74.0057361,40.7096402,Manhattan
239048,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),60049,89008,"150 William Street, New York N",Agy Program Assistance (DPPM),05/10/2016,City Officer,"Policy, Research & Analysis",-74.0057361,40.7096402,Manhattan
239052,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),48895,75900,"492 First Avenue, New York, Ny",Satterwhite Academy (DPPM),05/02/2016,Social Worker,Community,-73.9755923,40.7400973,Manhattan
239052,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),48895,75900,"492 First Avenue, New York, Ny",Satterwhite Academy (DPPM),05/02/2016,Social Worker,Community,-73.9755923,40.7400973,Manhattan
239204,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),68239,85644,"150 William Street, New York N",SRM: Elig/Rpt/Sys Spprt-P&P,05/17/2016,Researcher,	Technology & Data,-74.0057361,40.7096402,Manhattan
239204,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),68239,85644,"150 William Street, New York N",SRM: Elig/Rpt/Sys Spprt-P&P,05/17/2016,Researcher,	Technology & Data,-74.0057361,40.7096402,Manhattan
239551,ADMIN FOR CHILDREN'S SVCS,1,F,Student,46405,67568,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt",05/13/2016,Computer Specialist,Social Service,-74.0057361,40.7096402,Manhattan
239551,ADMIN FOR CHILDREN'S SVCS,1,F,Student,46405,67568,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt",05/13/2016,Computer Specialist,Social Service,-74.0057361,40.7096402,Manhattan
241003,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),60189,83440,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt",05/19/2016,Computer Specialist,	Technology & Data,-74.0057361,40.7096402,Manhattan
241003,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),60189,83440,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt",05/19/2016,Computer Specialist,	Technology & Data,-74.0057361,40.7096402,Manhattan
242091,DEPT OF HEALTH/MENTAL HYGIENE,8,P,Experienced (non-manager),66788.8,76814.4,R E DEV FOR Preservation,SH Reproductive Health,05/31/2016,Medical Service,Health,-73.8701499,40.6696349,Brooklyn
242091,DEPT OF HEALTH/MENTAL HYGIENE,8,P,Experienced (non-manager),66788.8,76814.4,R E DEV FOR Preservation,SH Reproductive Health,05/31/2016,Medical Service,Health,-73.8701499,40.6696349,Brooklyn
242174,ADMIN FOR CHILDREN'S SVCS,2,F,Experienced (non-manager),57005,87027,"150 William Street, New York N",Strategic Resource Mgt-P&P,06/13/2016,Legal/Attorney,"Policy, Research & Analysis",-74.0057361,40.7096402,Manhattan
242174,ADMIN FOR CHILDREN'S SVCS,2,F,Experienced (non-manager),57005,87027,"150 William Street, New York N",Strategic Resource Mgt-P&P,06/13/2016,Legal/Attorney,"Policy, Research & Analysis",-74.0057361,40.7096402,Manhattan
242175,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),61031,95022,"150 William Street, New York N",Dpty Comm Fnancl Svcs-Finance,06/09/2016,Analyst,Finance,-74.0057361,40.7096402,Manhattan
242175,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),61031,95022,"150 William Street, New York N",Dpty Comm Fnancl Svcs-Finance,06/09/2016,Analyst,Finance,-74.0057361,40.7096402,Manhattan
242604,POLICE DEPARTMENT,3,F,Experienced (non-manager),37492,59863,"1 Police Plaza, N.Y.",Personnel Bureau/Civ & Cad,06/07/2016,Investigator,Public Safety,-74.0023853,40.71206189999999,Manhattan
242877,LAW DEPARTMENT,3,F,Experienced (non-manager),37492,59863,55 Water St Ny Ny,Litigation Support,06/15/2016,Claim Associate,Clerical & Administrative Support,-74.0091879,40.7034619,Manhattan
242877,LAW DEPARTMENT,3,F,Experienced (non-manager),37492,59863,55 Water St Ny Ny,Litigation Support,06/15/2016,Claim Associate,Clerical & Administrative Support,-74.0091879,40.7034619,Manhattan
243419,LAW DEPARTMENT,1,F,Experienced (non-manager),77157,99406,"100 Church St., N.Y.",Information Technology,06/20/2016,Computer Specialist,	Technology & Data,-74.01011419999999,40.71330040000001,Manhattan
243565,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),37492,59863,55 Water St Ny Ny,Facilities Maintenance,06/22/2016,Investigator,Public Safety,-74.0091879,40.7034619,Manhattan
243565,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),37492,59863,55 Water St Ny Ny,Facilities Maintenance,06/22/2016,Investigator,Public Safety,-74.0091879,40.7034619,Manhattan
243586,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),48535,132061,55 Water St Ny Ny,Preventive Maintenance,06/27/2016,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
243586,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),48535,132061,55 Water St Ny Ny,Preventive Maintenance,06/27/2016,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
243640,ADMIN FOR CHILDREN'S SVCS,2,F,Manager,53051,145991,"492 First Avenue, New York, Ny",Satterwhite Academy (DPPM),07/08/2016,City Officer,Social Service,-73.9755923,40.7400973,Manhattan
243640,ADMIN FOR CHILDREN'S SVCS,2,F,Manager,53051,145991,"492 First Avenue, New York, Ny",Satterwhite Academy (DPPM),07/08/2016,City Officer,Social Service,-73.9755923,40.7400973,Manhattan
245324,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),56458,72310,55 Water St Ny Ny,Bureau of Bridges Exec Hdqtr,07/06/2016,Analyst,Finance,-74.0091879,40.7034619,Manhattan
246734,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),63817,95022,"150 William Street, New York N",Asst Comm Bdgt & Clmng-Financ,08/05/2016,Analyst,Finance,-74.0057361,40.7096402,Manhattan
246734,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),63817,95022,"150 William Street, New York N",Asst Comm Bdgt & Clmng-Financ,08/05/2016,Analyst,Finance,-74.0057361,40.7096402,Manhattan
246892,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),56458,64927,59-17 Junction Blvd Corona Ny,Administration/P S Budget,07/19/2016,Analyst,Finance,-73.8644434,40.7348102,Queens
247320,DEPT OF ENVIRONMENT PROTECTION,2,F,Entry-Level,52000,52000,59-17 Junction Blvd Corona Ny,Central Brookly City Operation,07/26/2016,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102,Queens
247320,DEPT OF ENVIRONMENT PROTECTION,2,F,Entry-Level,52000,52000,59-17 Junction Blvd Corona Ny,Central Brookly City Operation,07/26/2016,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102,Queens
247403,LAW DEPARTMENT,1,F,Experienced (non-manager),32888,53281,198 E 161st Street,Tort: Bronx,07/14/2016,Claim Associate,Clerical & Administrative Support,-73.921089,40.82585600000001,Bronx
248031,LAW DEPARTMENT,1,F,Experienced (non-manager),64807,90202,"100 Church St., N.Y.",Information Technology,07/21/2016,Computer Specialist,	Technology & Data,-74.01011419999999,40.71330040000001,Manhattan
248031,LAW DEPARTMENT,1,F,Experienced (non-manager),64807,90202,"100 Church St., N.Y.",Information Technology,07/21/2016,Computer Specialist,	Technology & Data,-74.01011419999999,40.71330040000001,Manhattan
248047,LAW DEPARTMENT,1,F,Experienced (non-manager),60189,83440,"100 Church St., N.Y.",Information Technology,07/21/2016,Computer Specialist,	Technology & Data,-74.01011419999999,40.71330040000001,Manhattan
248047,LAW DEPARTMENT,1,F,Experienced (non-manager),60189,83440,"100 Church St., N.Y.",Information Technology,07/21/2016,Computer Specialist,	Technology & Data,-74.01011419999999,40.71330040000001,Manhattan
249126,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),72805,101148,96-05 Horace Harding Expway,Mechanical Engineering - IFA,07/29/2016,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
249126,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),72805,101148,96-05 Horace Harding Expway,Mechanical Engineering - IFA,07/29/2016,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
251310,LAW DEPARTMENT,1,F,Experienced (non-manager),39041,54633,"100 Church St., N.Y.",Labor & Employment Law Div F,08/05/2016,Legal/Attorney,Community,-74.01011419999999,40.71330040000001,Manhattan
251630,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),48895,75900,253 Broadway New York Ny,NYSERDA Grant,08/11/2016,Social Worker,Finance,-74.0075231,40.7134096,Manhattan
251630,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),48895,75900,253 Broadway New York Ny,NYSERDA Grant,08/11/2016,Social Worker,Finance,-74.0075231,40.7134096,Manhattan
252119,DEPT OF ENVIRONMENT PROTECTION,4,F,Experienced (non-manager),51586,77404,59-17 Junction Blvd Corona Ny,Sewer Analysis - T/L,08/11/2016,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102,Queens
252119,DEPT OF ENVIRONMENT PROTECTION,4,F,Experienced (non-manager),51586,77404,59-17 Junction Blvd Corona Ny,Sewer Analysis - T/L,08/11/2016,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102,Queens
254594,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),81443,110413,96-05 Horace Harding Expway,Electrical Engineering - IFA,08/18/2016,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
254594,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),81443,110413,96-05 Horace Harding Expway,Electrical Engineering - IFA,08/18/2016,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
254599,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),72805,101148,96-05 Horace Harding Expway,Structural Engineering - IFA,08/19/2016,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
254599,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),72805,101148,96-05 Horace Harding Expway,Structural Engineering - IFA,08/19/2016,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
255500,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),54457,84641,"600 W 168Th St., N.Y.",Health Academy,08/19/2016,Medical Service,Health,-73.940253,40.8410669,Manhattan
261127,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),60673,91795,96-05 Horace Harding Expway,Environmental Health/Safety,09/14/2016,Medical Service,Health,-73.86348939999999,40.7348796,Queens
261127,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),60673,91795,96-05 Horace Harding Expway,Environmental Health/Safety,09/14/2016,Medical Service,Health,-73.86348939999999,40.7348796,Queens
261862,DEPARTMENT OF TRANSPORTATION,1,F,Executive,60435,135000,"1 Bay St., S.I.,Ny",F&Ga Admin-St George,09/14/2016,Manager,Operation & Maintenance,-74.0725099,40.6434772,Staten Island
261862,DEPARTMENT OF TRANSPORTATION,1,F,Executive,60435,135000,"1 Bay St., S.I.,Ny",F&Ga Admin-St George,09/14/2016,Manager,Operation & Maintenance,-74.0725099,40.6434772,Staten Island
266372,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),49990,80000,253 Broadway New York Ny,LongTerm Planning&Sustainablty,10/12/2016,City Officer,"Policy, Research & Analysis",-74.0075231,40.7134096,Manhattan
266372,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),49990,80000,253 Broadway New York Ny,LongTerm Planning&Sustainablty,10/12/2016,City Officer,"Policy, Research & Analysis",-74.0075231,40.7134096,Manhattan
266380,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),53134,79726,96-05 Horace Harding Expway,Construction/Administration,10/12/2016,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
266380,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),53134,79726,96-05 Horace Harding Expway,Construction/Administration,10/12/2016,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
266529,LAW DEPARTMENT,1,F,Experienced (non-manager),36270,41710,"100 Church St., N.Y.",Executive,10/13/2016,Legal/Attorney,Communications & Intergovernmental,-74.01011419999999,40.71330040000001,Manhattan
266529,LAW DEPARTMENT,1,F,Experienced (non-manager),36270,41710,"100 Church St., N.Y.",Executive,10/13/2016,Legal/Attorney,Communications & Intergovernmental,-74.01011419999999,40.71330040000001,Manhattan
266542,NYC EMPLOYEES RETIREMENT SYS,1,F,Entry-Level,54643,150371,"335 Adams Street, Brooklyn Ny",Executive Management,10/06/2016,Manager,	Technology & Data,-73.9882453,40.6934634,Brooklyn
266542,NYC EMPLOYEES RETIREMENT SYS,1,F,Entry-Level,54643,150371,"335 Adams Street, Brooklyn Ny",Executive Management,10/06/2016,Manager,	Technology & Data,-73.9882453,40.6934634,Brooklyn
267174,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,100000,125000,59-17 Junction Blvd Corona Ny,System Operations Management,10/17/2016,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102,Queens
267174,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,100000,125000,59-17 Junction Blvd Corona Ny,System Operations Management,10/17/2016,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102,Queens
267594,LAW DEPARTMENT,1,F,Experienced (non-manager),38157,49394,"100 Church St., N.Y.",Information Technology,10/14/2016,Assistant,	Technology & Data,-74.01011419999999,40.71330040000001,Manhattan
268037,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),48535,134433,96-05 Horace Harding Expway,Office of Agency Chief Engnr,11/07/2016,Manager,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
268037,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),48535,134433,96-05 Horace Harding Expway,Office of Agency Chief Engnr,11/07/2016,Manager,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
268307,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),30580,35098,420 East 26Th St Ny Ny,SH Administration,10/21/2016,Claim Associate,Community,-73.9761524,40.7383829,Manhattan
268307,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),30580,35098,420 East 26Th St Ny Ny,SH Administration,10/21/2016,Claim Associate,Community,-73.9761524,40.7383829,Manhattan
268803,DEPARTMENT OF TRANSPORTATION,4,F,Experienced (non-manager),48535,105000,55 Water St Ny Ny,Ferry Engineering,10/27/2016,Manager,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
268803,DEPARTMENT OF TRANSPORTATION,4,F,Experienced (non-manager),48535,105000,55 Water St Ny Ny,Ferry Engineering,10/27/2016,Manager,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
268880,ADMIN FOR CHILDREN'S SVCS,2,F,Manager,60435,103044,"150 William Street, New York N",Quality Improvement (Qa),01/04/2017,City Officer,Social Service,-74.0057361,40.7096402,Manhattan
268905,ADMIN FOR CHILDREN'S SVCS,4,F,Manager,54643,94478,"150 William Street, New York N",Quality Improvement (Qa),11/18/2016,City Officer,Social Service,-74.0057361,40.7096402,Manhattan
