Job ID,Civil Service Title,Job Category,title,category
183112,COMPUTER PROGRAMMER ANALYST,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Analyst,	Technology & Data
183500,CLERICAL ASSOCIATE,CLERICAL & ADMINISTRATIVE SUPPORT,Claim Assoviate,Clerical & Administrative Support
184328,COMPUTER SYSTEMS MANAGER,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Manager,	Technology & Data
185056,PARALEGAL AIDE,CLERICAL & ADMINISTRATIVE SUPPORT LEGAL,Legal/Attorney,Clerical & Administrative Support
187049,HIGH PRESSURE PLANT TENDER,MAINTENANCE & OPERATIONS,Other,Operation & Maintenance
187049,HIGH PRESSURE PLANT TENDER,MAINTENANCE & OPERATIONS,Other,Operation & Maintenance
187714,CERTIFIED IT ADMINISTRATOR LAN,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
187714,CERTIFIED IT ADMINISTRATOR LAN,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
192723,RESEARCH ASSISTANT,CLERICAL & ADMINISTRATIVE SUPPORT LEGAL,Researcher,Clerical & Administrative Support
192756,CERTIFIED IT ADMINISTRATOR LAN,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
192756,CERTIFIED IT ADMINISTRATOR LAN,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
193109,ADM MANAGER-NON-MGRL FRM M1/M2,CLERICAL & ADMINISTRATIVE SUPPORT COMMUNITY & BUSINESS SERVICES,Manager,Community
195805,ASSOCIATE STAFF ANALYST,SOCIAL SERVICES,Analyst,Social Service
195805,ASSOCIATE STAFF ANALYST,SOCIAL SERVICES,Analyst,Social Service
197316,ASSOCIATE CALL CENTER REPRESEN,COMMUNITY & BUSINESS SERVICES,Telecommunication,Community
197355,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING MAINTENANCE & OPERATIONS",Engineer,Operation & Maintenance
197355,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING MAINTENANCE & OPERATIONS",Engineer,Operation & Maintenance
197941,PUBLIC HEALTH NURSE (SCHOOL HE,HEALTH,Medical Service,Health
197941,PUBLIC HEALTH NURSE (SCHOOL HE,HEALTH,Medical Service,Health
199170,PUBLIC HEALTH ADVISER,HEALTH,Medical Service,Health
199768,COMMUNITY ASSOCIATE,CLERICAL & ADMINISTRATIVE SUPPORT,Social Worker,Clerical & Administrative Support
203387,PUBLIC HEALTH ADVISER,HEALTH,Medical Service,Health
209609,CLERICAL ASSOCIATE,CLERICAL & ADMINISTRATIVE SUPPORT,Claim Assoviate,Clerical & Administrative Support
209609,CLERICAL ASSOCIATE,CLERICAL & ADMINISTRATIVE SUPPORT,Claim Assoviate,Clerical & Administrative Support
210312,ADM MANAGER-NON-MGRL FRM M1/M2,COMMUNITY & BUSINESS SERVICES,Manager,Community
219112,MAINTENANCE WORKER,MAINTENANCE & OPERATIONS,Repair Service,Operation & Maintenance
219112,MAINTENANCE WORKER,MAINTENANCE & OPERATIONS,Repair Service,Operation & Maintenance
221045,CERT. IT ADMINISTRATOR WAN,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
221045,CERT. IT ADMINISTRATOR WAN,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
226044,CLERICAL ASSOCIATE,CLERICAL & ADMINISTRATIVE SUPPORT,Claim Assoviate,Clerical & Administrative Support
226045,ASSOCIATE STAFF ANALYST,CLERICAL & ADMINISTRATIVE SUPPORT POLICY & ANALYSIS,Analyst,"Policy, Research & Analysis"
228550,ADMINISTRATIVE DIRECTOR OF SOC,SOCIAL SERVICES,City Officer,Social Service
228550,ADMINISTRATIVE DIRECTOR OF SOC,SOCIAL SERVICES,City Officer,Social Service
229124,SUPERVISING PUBLIC HEALTH ADVI,HEALTH,Medical Service,Health
229124,SUPERVISING PUBLIC HEALTH ADVI,HEALTH,Medical Service,Health
229837,COMPUTER SYSTEMS MANAGER,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Manager,	Technology & Data
230490,COMPUTER ASSOC (OPERATIONS),INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
230490,COMPUTER ASSOC (OPERATIONS),INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
230974,CHILD AND FAMILY SPECIALIST,SOCIAL SERVICES,Youth/Child Development Officer,Social Service
230974,CHILD AND FAMILY SPECIALIST,SOCIAL SERVICES,Youth/Child Development Officer,Social Service
231945,COMMUNITY COORDINATOR,COMMUNITY & BUSINESS SERVICES SOCIAL SERVICES,Social Worker,Community
231945,COMMUNITY COORDINATOR,COMMUNITY & BUSINESS SERVICES SOCIAL SERVICES,Social Worker,Community
233549,CERTIFIED IT ADMINISTRATOR (LA,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
233549,CERTIFIED IT ADMINISTRATOR (LA,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
234203,ASSOCIATE STAFF ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
234203,ASSOCIATE STAFF ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
234921,CERTIFIED IT ADMINISTRATOR (LA,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
234921,CERTIFIED IT ADMINISTRATOR (LA,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
235309,PEST CONTROL AIDE,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Assistant,Public Safety
235309,PEST CONTROL AIDE,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Assistant,Public Safety
235793,STUDENT LEGAL SPECIALIST,LEGAL,Legal/Attorney,Legal
235793,STUDENT LEGAL SPECIALIST,LEGAL,Legal/Attorney,Legal
237576,ADMINISTRATIVE STAFF ANALYST (,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
237576,ADMINISTRATIVE STAFF ANALYST (,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
237577,ASSOCIATE STAFF ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
237577,ASSOCIATE STAFF ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
237921,SUPERVISOR II SOCIAL WORK,SOCIAL SERVICES,Social Worker,Social Service
237921,SUPERVISOR II SOCIAL WORK,SOCIAL SERVICES,Social Worker,Social Service
239048,PROGRAM EVALUATOR (ACS),POLICY & ANALYSIS SOCIAL SERVICES,City Officer,"Policy, Research & Analysis"
239048,PROGRAM EVALUATOR (ACS),POLICY & ANALYSIS SOCIAL SERVICES,City Officer,"Policy, Research & Analysis"
239052,COMMUNITY COORDINATOR,COMMUNITY & BUSINESS SERVICES SOCIAL SERVICES,Social Worker,Community
239052,COMMUNITY COORDINATOR,COMMUNITY & BUSINESS SERVICES SOCIAL SERVICES,Social Worker,Community
239204,CITY RESEARCH SCIENTIST,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS POLICY & ANALYSIS SOCIAL SERVICES,Researcher,	Technology & Data
239204,CITY RESEARCH SCIENTIST,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS POLICY & ANALYSIS SOCIAL SERVICES,Researcher,	Technology & Data
239551,COMPUTER ASSOC (TECH SUPP),SOCIAL SERVICES,Computer Specialist,Social Service
239551,COMPUTER ASSOC (TECH SUPP),SOCIAL SERVICES,Computer Specialist,Social Service
241003,COMPUTER ASSOC (SOFTWARE),INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
241003,COMPUTER ASSOC (SOFTWARE),INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
242091,PUBLIC HEALTH NURSE (SCHOOL HE,HEALTH,Medical Service,Health
242091,PUBLIC HEALTH NURSE (SCHOOL HE,HEALTH,Medical Service,Health
242109,CERTIFIED IT ADMINISTRATOR (LA,INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
242174,AGENCY ATTORNEY,LEGAL POLICY & ANALYSIS,Legal/Attorney,"Policy, Research & Analysis"
242174,AGENCY ATTORNEY,LEGAL POLICY & ANALYSIS,Legal/Attorney,"Policy, Research & Analysis"
242175,ADMINISTRATIVE STAFF ANALYST (,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
242175,ADMINISTRATIVE STAFF ANALYST (,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
242604,INVESTIGATOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
242877,CLAIM SPECIALIST,CLERICAL & ADMINISTRATIVE SUPPORT LEGAL,Claim Assoviate,Clerical & Administrative Support
242877,CLAIM SPECIALIST,CLERICAL & ADMINISTRATIVE SUPPORT LEGAL,Claim Assoviate,Clerical & Administrative Support
243200,PRINCIPAL ADMINISTRATIVE ASSOC,CLERICAL & ADMINISTRATIVE SUPPORT,Administration,Clerical & Administrative Support
243200,PRINCIPAL ADMINISTRATIVE ASSOC,CLERICAL & ADMINISTRATIVE SUPPORT,Administration,Clerical & Administrative Support
243419,COMPUTER SPECIALIST (SOFTWARE),INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
243565,INVESTIGATOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
243565,INVESTIGATOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
243586,ADM ENGINEER (NON MGRL),"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
243586,ADM ENGINEER (NON MGRL),"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
243640,ADMINISTRATIVE DIRECTOR OF RES,SOCIAL SERVICES,City Officer,Social Service
243640,ADMINISTRATIVE DIRECTOR OF RES,SOCIAL SERVICES,City Officer,Social Service
243816,COMPUTER SPECIALIST (SOFTWARE),INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
243816,COMPUTER SPECIALIST (SOFTWARE),INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
245324,STAFF ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
246734,ASSOCIATE STAFF ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
246734,ASSOCIATE STAFF ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
246892,STAFF ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT POLICY & ANALYSIS",Analyst,Finance
247320,MECHANICAL ENGINEERING INTERN,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
247320,MECHANICAL ENGINEERING INTERN,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
247403,CLERICAL ASSOCIATE,CLERICAL & ADMINISTRATIVE SUPPORT,Claim Assoviate,Clerical & Administrative Support
248031,COMPUTER ASSOC (SOFTWARE),INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
248031,COMPUTER ASSOC (SOFTWARE),INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
248047,COMPUTER ASSOC (SOFTWARE),INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
248047,COMPUTER ASSOC (SOFTWARE),INFORMATION TECHNOLOGY & TELECOMMUNICATIONS,Computer Specialist,	Technology & Data
249126,MECHANICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
249126,MECHANICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
251310,PARALEGAL AIDE,ADMINISTRATION & HUMAN RESOURCES LEGAL AFFAIRS,Legal/Attorney,Community
251630,COMMUNITY COORDINATOR,"FINANCE, ACCOUNTING, & PROCUREMENT POLICY, RESEARCH & ANALYSIS",Social Worker,Finance
251630,COMMUNITY COORDINATOR,"FINANCE, ACCOUNTING, & PROCUREMENT POLICY, RESEARCH & ANALYSIS",Social Worker,Finance
252119,ASSISTANT CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
252119,ASSISTANT CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
252730,MACHINIST,BUILDING OPERATIONS & MAINTENANCE,Mechanical Specialist,Operation & Maintenance
252730,MACHINIST,BUILDING OPERATIONS & MAINTENANCE,Mechanical Specialist,Operation & Maintenance
254594,ELECTRICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
254594,ELECTRICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
254599,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
254599,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
255500,ASSOCIATE PUBLIC HEALTH SANITA,HEALTH,Medical Service,Health
261127,ASSOCIATE PUBLIC HEALTH SANITA,HEALTH,Medical Service,Health
261127,ASSOCIATE PUBLIC HEALTH SANITA,HEALTH,Medical Service,Health
261862,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING BUILDING OPERATIONS & MAINTENANCE",Manager,Operation & Maintenance
261862,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING BUILDING OPERATIONS & MAINTENANCE",Manager,Operation & Maintenance
263674,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
263674,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
266372,ADM CITY PLANNER (NON MGRL),"POLICY, RESEARCH & ANALYSIS",City Officer,"Policy, Research & Analysis"
266372,ADM CITY PLANNER (NON MGRL),"POLICY, RESEARCH & ANALYSIS",City Officer,"Policy, Research & Analysis"
266380,ASSISTANT CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
266380,ASSISTANT CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
266529,STUDENT LEGAL SPECIALIST,COMMUNICATIONS & INTERGOVERNMENTAL AFFAIRS,Legal/Attorney,Communications & Intergovernmental
266529,STUDENT LEGAL SPECIALIST,COMMUNICATIONS & INTERGOVERNMENTAL AFFAIRS,Legal/Attorney,Communications & Intergovernmental
266542,COMPUTER SYSTEMS MANAGER,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
266542,COMPUTER SYSTEMS MANAGER,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
266574,SUPERVISOR OF STOCK WORKERS,BUILDING OPERATIONS & MAINTENANCE,Supervisor,Operation & Maintenance
266574,SUPERVISOR OF STOCK WORKERS,BUILDING OPERATIONS & MAINTENANCE,Supervisor,Operation & Maintenance
267174,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
267174,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
267594,COMPUTER AIDE,"TECHNOLOGY, DATA & INNOVATION",Assistant,	Technology & Data
268037,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
268037,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
268307,CLERICAL ASSOCIATE,ADMINISTRATION & HUMAN RESOURCES,Claim Assoviate,Community
268307,CLERICAL ASSOCIATE,ADMINISTRATION & HUMAN RESOURCES,Claim Assoviate,Community
268803,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
268803,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
268880,DIRECTOR OF FIELD OPERATIONS (,SOCIAL SERVICES,City Officer,Social Service
268905,DIRECTOR OF FIELD OPERATIONS (,SOCIAL SERVICES,City Officer,Social Service
269306,ELECTRICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
269306,ELECTRICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
269885,MECHANICAL ENGINEERING INTERN,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
269885,MECHANICAL ENGINEERING INTERN,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
269889,CRIMINALIST ASSISTANT DIRECTOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Assistant,Public Safety
269889,CRIMINALIST ASSISTANT DIRECTOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Assistant,Public Safety
271954,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
271954,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
271956,ADM ENGINEER (NON MGRL),"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
271956,ADM ENGINEER (NON MGRL),"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
272382,ASSOCIATE PUBLIC HEALTH SANITA,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Medical Service,Public Safety
272382,ASSOCIATE PUBLIC HEALTH SANITA,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Medical Service,Public Safety
272406,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
272406,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
272598,ASSOCIATE PUBLIC HEALTH SANITA,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Medical Service,Public Safety
272598,ASSOCIATE PUBLIC HEALTH SANITA,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Medical Service,Public Safety
272828,ADMINISTRATIVE PROJECT MANAGER,"POLICY, RESEARCH & ANALYSIS",Manager,"Policy, Research & Analysis"
272828,ADMINISTRATIVE PROJECT MANAGER,"POLICY, RESEARCH & ANALYSIS",Manager,"Policy, Research & Analysis"
273270,ADMINISTRATIVE PROJECT MANAGER,"FINANCE, ACCOUNTING, & PROCUREMENT POLICY, RESEARCH & ANALYSIS",Manager,Finance
273270,ADMINISTRATIVE PROJECT MANAGER,"FINANCE, ACCOUNTING, & PROCUREMENT POLICY, RESEARCH & ANALYSIS",Manager,Finance
274055,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
274055,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
274845,ADM ENGINEER (NON MGRL),"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
274845,ADM ENGINEER (NON MGRL),"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
276085,STAFF ANALYST,"POLICY, RESEARCH & ANALYSIS",Analyst,"Policy, Research & Analysis"
276085,STAFF ANALYST,"POLICY, RESEARCH & ANALYSIS",Analyst,"Policy, Research & Analysis"
276648,CLERICAL ASSOCIATE,ADMINISTRATION & HUMAN RESOURCES,Claim Assoviate,Community
276678,WATERSHED MAINTAINER,BUILDING OPERATIONS & MAINTENANCE,Maintainer,Operation & Maintenance
276678,WATERSHED MAINTAINER,BUILDING OPERATIONS & MAINTENANCE,Maintainer,Operation & Maintenance
276736,CITY RESEARCH SCIENTIST,"POLICY, RESEARCH & ANALYSIS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Researcher,Public Safety
276736,CITY RESEARCH SCIENTIST,"POLICY, RESEARCH & ANALYSIS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Researcher,Public Safety
276892,CLERICAL ASSOCIATE,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Claim Assoviate,Public Safety
276892,CLERICAL ASSOCIATE,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Claim Assoviate,Public Safety
276982,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
276982,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
277372,PROJECT MANAGER INTERN#,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Intern,	Technology & Data
277372,PROJECT MANAGER INTERN#,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Intern,	Technology & Data
277533,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Engineer,	Technology & Data
277533,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Engineer,	Technology & Data
277599,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
277599,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
277776,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Engineer,	Technology & Data
277776,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Engineer,	Technology & Data
278063,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
278063,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
278130,COMMUNITY COORDINATOR,"POLICY, RESEARCH & ANALYSIS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Social Worker,Public Safety
278130,COMMUNITY COORDINATOR,"POLICY, RESEARCH & ANALYSIS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Social Worker,Public Safety
279709,ELECTRICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
279709,ELECTRICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
280180,WATERSHED MAINTAINER,BUILDING OPERATIONS & MAINTENANCE,Maintainer,Operation & Maintenance
280180,WATERSHED MAINTAINER,BUILDING OPERATIONS & MAINTENANCE,Maintainer,Operation & Maintenance
280574,MECHANICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
280574,MECHANICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
280589,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
280589,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
281524,ASSOCIATE STAFF ANALYST,ADMINISTRATION & HUMAN RESOURCES,Analyst,Community
281906,CLERICAL ASSOCIATE,ADMINISTRATION & HUMAN RESOURCES,Claim Assoviate,Community
281922,AGENCY ATTORNEY INTERNE,"LEGAL AFFAIRS POLICY, RESEARCH & ANALYSIS",Legal/Attorney,"Policy, Research & Analysis"
281922,AGENCY ATTORNEY INTERNE,"LEGAL AFFAIRS POLICY, RESEARCH & ANALYSIS",Legal/Attorney,"Policy, Research & Analysis"
282117,STAFF ANALYST,ADMINISTRATION & HUMAN RESOURCES,Analyst,Community
282117,STAFF ANALYST,ADMINISTRATION & HUMAN RESOURCES,Analyst,Community
282206,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING POLICY, RESEARCH & ANALYSIS",Engineer,"Policy, Research & Analysis"
